sentence,essay_id,essay_type,CU0,CU1,CU2,CU3,CU4,CU5
Your hill is going to have to be less then the height of your intial drop so I would recommend a height of about 3m.,P6_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
For the mass of you car I recommend about 60kg in weight based on my investigations.,P6_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The reason I said the height of your intial drop should be so tall is so you can get the most energy out of it and it will be more fun to to ride.,P6_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"According to my data when the intial drop was 3m the amount of potential energy there was, was 1466J compared to the 5m intial drop height which was 2932J of potential energy.",P6_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"So as you can see here the greater of the intial drop, the greater potential energy giving you more energy, the potential energy is transferred into Kinetic energy once the coaster car starts moving.",P6_03_05_22-23,E1,acceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
"In my data the intial drop of 3m had 1465J of Kinetic energy at the end of the drop, where the 5m intial drop had 2930J of kinetic energy.",P6_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"As you can see the greater height allowed for the potential energy to change into kinetic energy with more than the smaller height amount, making the greater height a better option for your roller coasters intial drop.",P6_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The next part in your roller coaster is going to be a hill.,P6_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"I recommend a height of about 3m, you maybe wondering why it can't be higher then the intial car , and we'll it can but then the coaster car can't make it over the hill, not allowing it to finish the track.",P6_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I don't even recommend having it super high because the higher it is the less kinetic energy you have making the ride go slower that's why I recommend 3m.,P6_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
According to my trials the hill of 3m had 1768J of potential energy and 582J of kinetic where as 4.5 had 2276J potential energy but only 73J of kinetic energy.,P6_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
So you can see there will be more speed if your hill is shorter but you also want it to be enjoy able so 3m is a good in between height.,P6_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The mass I recommend for you coaster car is 60kg because in my trials I found that the greater the mass of your car the more energy it will have.,P6_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
"For example, one of my test was with a car that was 45kg the amount of energy it had at the beginning was 2182J.",P6_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Where as the amount the car with a mass of 60kg had 2934J of potential energy at the intial drop height.,P6_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
So you can see the coaster car is more likely to go faster if it has a greater mass.,P6_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"As you can see Gonzales, the heights and masses I have provided you are good for everything you are looking for in the roller coaster.",P6_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1R: My recommendation to you Gonzales family is you make your initial drop height 5m tall.,P6_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Your hill is going to have to be less than the height of your initial drop so I would recommend a height of about 3m.,P6_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
For the mass of your car I recommend about 60kg in weight based on my investigations.,P6_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The reason I said the height of your initial drop should be so tall is so you can get the most energy out of it and it will be more fun to ride.,P6_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"According to my data when the initial drop was 3m the amount of potential energy there was, was 1466J compared to the 5m initial drop height which was 2932 J of potential energy.",P6_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"So as you can see here the greater the initial drop, the greater potential energy giving you more energy, the potential energy is transferred into Kinetic energy once the coaster car starts moving.",P6_03_05_22-23,E1,acceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
"In my data the initial drop of 3m had 1465J of Kinetic energy at the end of the drop, where the 5m initial drop had 2930J of kinetic energy.",P6_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
As you can see the greater height allowed for the potential energy to change into kinetic energy with more than the smaller height amount.,P6_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The total energy of the height of the initial drop should be a lot and we can get that when we have the higher initial drop that is why I am suggesting 5m of an initial drop.,P6_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"I recommend a height of about 3m, you maybe wondering why it can't be higher than the initial car , and we'll it can but then the coaster car can't make it over the hill, not allowing it to finish the track.",P6_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
According to my trials the hill of 3m had 1768J of potential energy and 582J of kinetic whereas 4.5 had 2276J potential energy but only 73J of kinetic energy.,P6_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
So you can see there will be more speed if your hill is shorter but you also want it to be enjoyable so 3m is a good in between height.,P6_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The law of conservation of energy shows this because it states that energy can neither be created nor destroyed and only be transferred from one form of energy to another.,P6_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
So you can see the total energy of the hill needs to be low enough so it can have speed but high enough to have the Kinetic and Potential energy.,P6_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The mass I recommend for your coaster car is 60kg because in my trials I found that the greater the mass of your car the more energy it will have.,P6_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
"For example, one of my tests was with a car that was 45kg the amount of energy it had at the beginning was 2182J.",P6_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Whereas the amount the car with a mass of 60kg had 2934J of potential energy at the initial drop height.,P6_03_05_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"E1: Our chosen initial drop height is 5 meters because when your initial drop is taller, you have more total energy, which will help you get to the end in a more fun, safe way.",P1_07_09_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"I know that because when my simulation was at 4 meters, the PE at the top was 1564 Joules and the KE at the bottom was 1563 Joules.",P1_07_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When I simulated a 5 meter drop, the PE at the top was 1955 Joules and the KE at the bottom was 1954 Joules.",P1_07_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Showing that when the height goes up, so does the total energy.",P1_07_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"With more total energy, our cars will have more PE at the beginning and more KE at the end.",P1_07_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"For example, in a frictionless simulation, when the total energy was 1173 J, the start PE was 1173 J and the start KE was 0 J.",P1_07_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Within the drop, those roles were reversed and the end PE was 1 J and the end KE was 1172 J.",P1_07_09_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
"In one of my simulations, the total energy was 782 J, but my PE was 0 J and my KE was 781 J.",P1_07_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This is an example of how energy may seem like it goes away, but due to the Law of Conservation of Energy, it can't and it just transitions into a different kind of energy.",P1_07_09_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
"We wanted to have the highest possible drop height because, to make it all the way, your hills and loops have to be smaller.",P1_07_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
"For example, when our drop and hill height were 5 meters, our car didn't make it to the end and just kept going up and down the hill.",P1_07_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Also, when the car has more mass, the energy goes up as well.",P1_07_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
This was proven in our simulation when the mass was 50 kg and the TE was 2445 J and the mass was 60 kg and the TE was 2934 J.,P1_07_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"E1R: Our chosen initial drop height is 5 meters because when your initial drop is taller, you have more potential energy, which will help you get to the end in a more fun, safe way.",P1_07_09_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"I know that because when my simulation was at 4 meters, the PE at the top was 1564 Joules.",P1_07_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When I simulated a 5 meter drop, the PE at the top was 1955 Joules.",P1_07_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Showing that when the height goes up, so does the potential energy.",P1_07_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
PE and KE's relationship is that they switch gradually during a roller coaster.,P1_07_09_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Within the drop, those roles were reversed and the end PE was 1 J and the end KE was 1172 J.",P1_07_09_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1: I would tell the Gonzalez family that hills are a great addition to roller coasters however they can't have a hill higher than the initial drop.,P5_06_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
This has a lot to do with the law of conservation of energy which states that energy cannot be destroyed or created only transferred to a different type of energy.,P5_06_22_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
"At the initial drop as the coaster car goes down, all the potential energy turns into kinetic energy.",P5_06_22_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When the car starts traveling up the hill, the kinetic energy goes back to potential energy because of the gravity pulling the car back down (this is called gravitational potential energy.)",P5_06_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The coaster car doesn't have enough kinetic energy to go up a hill the same size as the initial drop much less one that is bigger.,P5_06_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"proof of this is in the ""Add a Hill"" experiment.",P5_06_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"In the last experiment, the hill was the same height as the initial drop (5 m) but it was the only one whose coaster car didn't make it over the hill.",P5_06_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"In comparison to a different trial in the same experiment, I had a hill height of 4.75 m, just 0.25 m from the initial drop height, and the coaster car got over the hill.",P5_06_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
It's also worth mentioning that the two coaster cars had the same amount of total energy at 2449 js so the energy didn't have anything to do with the coaster car at the 5 m hill not going over.,P5_06_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I would also say that Coaster cars with higher masses tend to have a higher amount of total energy.,P5_06_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
"In the ""Mass & energy"" experiment, I ran experiments with the lightest and heaviest car.",P5_06_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The heaviest car had a total of 2938 js while the lightest car had a total of 1959 js, so the heavier the car, the more total energy it will have.",P5_06_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
(The mass doesn't affect the ability or inability to get over hills so it won't harm the coaster experience.),P5_06_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"E1R: I would tell the Gonzalez family that hills are a great addition to roller coasters, however they can't have a hill higher than the initial drop.",P5_06_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
This has a lot to do with the Law of Conservation of Energy which states that energy cannot be destroyed or created only transferred to a different type of energy.,P5_06_22_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
All energy in items and organisms added together are called total energy and in this experiment the two energies being added together are potential energy and kinetic energy.,P5_06_22_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
"At the top of the initial drop, all the energy is potential (gravitational potential energy to be specific) because the coaster car has the potential to go down the hill.",P5_06_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"As the coaster car goes down, all the potential energy turns into kinetic energy because the car is in motion.",P5_06_22_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When the car starts traveling up the hill, the kinetic energy goes back to gravitational potential energy because of the gravity pulling the car back down.",P5_06_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The coaster car doesn't have enough kinetic energy to go up a hill the same size as the initial drop, much less one that is bigger.",P5_06_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Proof of this is in the ""Add a Hill"" experiment.",P5_06_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"In the last experiment I ran, the hill was the same height as the initial drop (5 m) but it was the only one whose coaster car didn't make it over the hill.",P5_06_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
It's also worth mentioning that the two coaster cars in both experiments had the same amount of total energy at 2449 js so the energy didn't have anything to do with the coaster car at the 5 m hill not going over.,P5_06_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"In the ""Mass & Energy"" experiment, I ran experiments with the lightest and heaviest car.",P5_06_22_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"E1: Dear Gonzales Family,",P6_04_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
If I were to design a roller coaster for Gonzales Park.,P6_04_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I would make it known for its speed and its enjoyability before you ride.,P6_04_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
It would be called the Godzilla to kinda reference the name of the park and it would have a room that you enter showing the backstory about Godzilla and how he is today.,P6_04_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Then they will move into a room where they take an elevator to a platform where the ride starts.,P6_04_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Then it will have a gassed-powered start to make it go from 0-70 in 1-2 seconds(We will give a warning of course).,P6_04_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Then with all the extra PE, it will then have a 40FT drop turning the PE into KE making the slingshot off into a loop.",P6_04_14_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
And then a 360-degree turn and then go into a hill which the ride would not be able to go up.,P6_04_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Then the ride would start to move backward back through the 360 turn and back through the loop and back to where they started.,P6_04_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This ride won't only bring many more to the ride, it will bring many to the park.",P6_04_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"I think this ride could change the entire future of this Park and changed the entire future of your guys' lives, and many more think a ride like the Godzilla would be one of the best decisions of your life.",P6_04_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"E1R: Dear Gonalzes family,",P6_04_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
If I were to design a roller coaster would make the start an elevator where the roller coaster moves up 35 feet to a gassed-powered start.,P6_04_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Where the ride would start with around 2600J total energy which we have thankfully lowered to ensure more safety to others.,P6_04_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The ride would move through twists and turns giving the ride around 2250J potential energy.,P6_04_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
the ride then meets a 25-foot hill using all the potential energy and making it convert into kinetic energy to around 2100J.,P6_04_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
then the ride would go through a 360-turn bringing back all the potential energy to then go into a 35ft hill.,P6_04_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The ride would not be able to go up because of the number of tests we have done before this ride and have total energy needed to make the hill.,P6_04_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Then the ride would move backward through the track bringing back all the total energy that was used to try to make it up the hill.,P6_04_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Then the ride would move all through the track to where it would go down a hill back to the elevator.,P6_04_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Before making the ride we made many tests and we lowered the total energy from 3000J to 2400J to make the ride safe for others.,P6_04_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Compared to the other rides we have made in the past, like having a drop around 40 feet which we have lowered to around 35 feet to still keep it fun but not as dangerous as before.",P6_04_14_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1: My team's roller coaster works so well mostly because of the initial drop height.,P1_05_06_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"The higher the initial drop height, the higher the PE at the top, meaning the KE at the bottom will be higher as well.",P1_05_06_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This can be explained by the inverse relationship between KE and PE: when one goes down, the other goes up.",P1_05_06_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
"TE in a frictionless environment is KE plus PE, but in a non-frictionless environment, TE accounts for all other types of energy and adds them all up.If the goal is to make the roller coaster as exciting as possible, it is essential to get the highest speed possible.",P1_05_06_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
"Setting the initial drop height to the highest possible amount (5 meters in the simulation) will allow for the highest amount of KE at the bottom of each drop, which is the applied energy making the coaster move so fast.",P1_05_06_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"When adding a hill to the coaster, the hill height must be lower than the drop height.",P1_05_06_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
The coaster will be unable to get over the hill if the drop and hill heights are the same because it would be putting in the same amount of energy.,P1_05_06_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
It would get to the top of the hill but would not go over it.,P1_05_06_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"This is because energy can't be created or destroyed, and the PE at the top of the hill transforms into KE as the coaster goes down.",P1_05_06_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
"In a frictionless environment, it will put in the exact same amount of energy going down the initial drop as it will going up the hill, meaning it is unable to get over the hill.",P1_05_06_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"As for the mass of the car, the higher the mass, the higher the PE at the top and KE at the bottom.",P1_05_06_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
"This is because there is more of the object going down the hill, which increases energy and therefore speed.",P1_05_06_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"In conclusion, there are a few steps you need to follow in order to make the roller coaster ride as fun as possible.",P1_05_06_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Set your initial drop height very high, make sure your hill height is high but not as high as the initial drop, and ensure your car mass is high.",P1_05_06_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1R: My team's roller coaster works so well mostly because of the initial drop height.,P1_05_06_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"Total Energy (TE) in a frictionless environment is KE plus PE, but in a non-frictionless environment, TE accounts for all other types of energy and adds them all up.If the goal is to make the roller coaster as exciting as possible, it is essential to get the highest speed possible.",P1_05_06_22-23,E1,unacceptable,unacceptable,acceptable,unacceptable,unacceptable,unacceptable
E1: The initial drop height of my roller coaster design is 5 meters tall.,P1_06_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This is because the higher the initial drop the more PE.,P1_06_03_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
For example when I tested the initial drop of 5 meters I got a PE (potential energy).,P1_06_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Of 2443 Joules compared to my test of 4 meters which had a PE that decreased to 1955 Joules.,P1_06_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"At the bottom of the 5 meters the KE was 2442 Joules, and the drop height of 4 had a KE of 1954 Joules.",P1_06_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
But the total energy will always stay the same as energy can be created or destroyed.,P1_06_03_22-23,E1,unacceptable,unacceptable,acceptable,acceptable,unacceptable,unacceptable
The PE and KE change and transfer to one another but never is destroyed.,P1_06_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
As it goes down the drop the PE will convert in to KE.,P1_06_03_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
"In addition, if you where to add a hill would need to be lower than the initial drop.",P1_06_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,acceptable,unacceptable
Because if the hill is the same or taller than the initial drop the car wouldn't have the energy to make it up the hill.,P1_06_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The height of my hill was 4 meters because it was the highest I could have before it wouldn't make it over the hill because of the height.,P1_06_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
For example with a hill height of 4 meters I got a PE of 1963 Joules.,P1_06_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
It got all the way to the end.,P1_06_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
My second test failed as I tested the hill height of 5 meters and it wasn't able to make it up and over the hill.,P1_06_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The PE was always less than the initial drop so it can make it over the hill.,P1_06_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The KE was less too but still the PE and KE would inter change with each other.,P1_06_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
All of these tests were done in a friction less environment.,P1_06_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
I know that in the real world there is friction to account for.,P1_06_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Friction will take some energy away from the car as it moves.,P1_06_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
where the energy goes is in thermal and sound energy among multiple of different types of energy.,P1_06_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
E1R: The initial drop height of my roller coaster design is 5 meters tall.,P1_06_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Mass and energy the more mass there is the more energy or PE the car will have at the top meaning more KE at the bottom.,P1_06_03_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
"E1: Dear Gonzales family, for your new roller coaster you will have to add a higher dropping point and a smaller hill than the drop.",P6_04_10_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
You will have to follow the Law of Conservation of Energy.,P6_04_10_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The more the car weighs the more energy you will have in total.,P6_04_10_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,acceptable
The higher the drop point affects how much PE and KE you have while on the ride.,P6_04_10_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
When the drop height is lower than the hill height the car will be unable to make it over the hill.,P6_04_10_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
When I drop the car at 5.00m height the PE at the top was 2443j.,P6_04_10_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
"At the bottom, the KE was 2442j.",P6_04_10_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Another drop point was 2.50m the PE was 1222j at the top and the KE was 1221j at the bottom.,P6_04_10_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This proves that the higher the drop point is the more energy the roller coaster has.,P6_04_10_22-23,E1,acceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
When the drop height was 4.50m and the will was 5.00m the car was unable to make it to the end of the track since the hill height needed more energy than the drop.,P6_04_10_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This helped us decide where we should start our roller coaster and where to put the hills.,P6_04_10_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Energy cannot be destroyed or created.,P6_04_10_22-23,E1,unacceptable,unacceptable,unacceptable,acceptable,unacceptable,unacceptable
When a car is dropped at 3.50m the PE was at 1710j and the KE was at 0j.,P6_04_10_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
As the car moves along the roller coaster the PE transfers into KE.,P6_04_10_22-23,E1,unacceptable,acceptable,unacceptable,unacceptable,unacceptable,unacceptable
Once the car gets to the bottom of the roller coaster the KE is at 1710j and the PE is at 0j.,P6_04_10_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This shows us how the energy doesn't go away and more energy is not created.,P6_04_10_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
Since no energy is lost or added you follow the law of Conservation of Energy.,P6_04_10_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The car that had the most mass had more total energy than the cars with a smaller mass.,P6_04_10_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
When the weight of the car was 45kg the total energy was 1964j.,P6_04_10_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
The car that weighed 60 kg had 2642j.,P6_04_10_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
This proves that the more mass you have means that you will have more energy.,P6_04_10_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
When you have more PE you will start at a higher drop and have more total energy than the roller coasters that have a shorter drop.,P6_04_10_22-23,E1,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable,unacceptable
